distance_km,time_min,fare
3.72,75.83,328.66
13.95,115.97,605.44
35.83,100.62,891.19
43.44,67.86,908.7
28.53,53.55,642.02
0.6,75.7,283.84
7.56,83.6,411.14
34.1,52.99,731.96
8.1,31.43,265.28
47.15,119.84,1082.97
4.58,82.24,369.04
23.68,66.92,615.4
7.33,113.14,493.86
29.01,73.61,697.53
41.05,10.73,702.13
9.01,94.7,473.67
10.6,96.06,502.57
21.27,85.5,623.94
0.75,118.75,417.42
10.55,103.61,517.69
49.22,20.42,836.66
27.91,46.57,613.9
6.95,70.28,374.61
18.43,34.62,432.05
36.07,99.01,880.34
40.99,119.44,1027.16
28.76,66.65,670.9
18.0,25.49,392.01
1.09,81.03,310.19
22.24,115.51,738.75
27.35,27.18,549.53
5.2,11.88,164.32
41.13,22.24,735.86
39.1,117.77,974.87
5.15,39.79,250.28
29.51,53.1,664.95
21.88,27.3,460.75
4.33,53.15,275.37
12.13,62.52,422.67
11.26,20.86,280.43
3.27,99.06,401.91
46.84,44.44,900.3
2.32,110.43,415.98
49.91,63.1,1003.4
41.3,65.35,889.7
32.89,79.8,788.96
42.71,13.19,730.64
20.72,72.33,574.35
30.95,55.25,688.21
6.63,119.42,501.74
32.98,36.48,660.84
36.12,32.13,688.51
40.34,86.22,918.16
43.48,101.11,1004.05
28.11,100.77,771.52
43.87,50.97,867.28
45.88,104.67,1065.8
12.71,44.46,374.56
3.83,46.53,242.65
46.26,93.07,1016.29
35.69,112.23,904.37
38.71,117.68,982.57
3.7,24.56,180.91
6.24,25.43,220.23
31.13,110.48,849.81
4.92,34.41,224.47
31.51,100.83,824.64
42.54,39.62,810.32
18.05,80.19,558.38
4.42,61.25,303.18
30.76,57.15,674.79
46.67,67.71,953.34
3.53,115.52,448.03
37.22,5.87,630.25
40.02,36.4,759.36
34.0,93.29,846.29
12.09,90.85,505.35
30.38,116.09,848.33
6.25,78.21,385.27
47.93,43.19,908.8
43.83,93.03,992.75
21.03,5.96,388.21
21.43,77.85,618.09
2.58,109.54,414.34
10.23,73.72,423.05
39.02,22.98,698.12
36.01,84.32,846.92
43.08,81.75,930.63
47.02,106.09,1080.11
21.49,73.02,596.86
18.07,82.97,572.55
35.65,47.43,714.23
20.61,67.02,550.43
2.73,119.66,451.73
14.67,112.65,596.54
48.75,117.68,1157.13
41.17,22.49,725.91
19.41,40.28,468.64
31.59,18.37,578.62
10.58,20.24,273.5
50.0,71.91,1018.87
30.89,104.35,821.1
17.61,87.56,577.08
35.37,119.32,936.38
47.76,8.58,793.15
32.39,34.47,641.92
1.93,37.26,187.78
12.08,51.6,385.57
9.34,28.76,275.58
41.58,119.31,1022.46
38.92,100.95,935.39
15.02,56.97,447.1
42.36,36.36,793.99
33.6,76.57,798.0
41.5,113.8,1012.39
23.72,79.97,646.14
41.36,7.09,703.56
35.01,25.45,659.24
40.34,57.49,824.52
2.04,48.35,223.16
6.98,41.43,277.36
20.85,88.65,639.83
42.46,108.67,1032.18
20.27,101.98,656.45
2.97,111.01,430.26
49.26,73.73,1022.98
3.08,91.45,365.93
10.75,16.04,259.71
24.76,75.96,655.19
49.74,27.14,883.48
41.39,112.72,999.42
40.08,65.27,849.41
32.97,13.9,596.84
32.46,41.6,654.38
27.67,81.48,710.32
10.41,16.28,252.94
32.14,25.4,595.1
23.77,110.39,728.79
42.16,53.69,840.84
31.7,106.34,853.46
32.71,98.67,839.82
23.1,117.69,764.04
10.01,52.4,358.96
23.57,100.03,705.3
40.35,98.27,964.49
33.16,113.4,884.22
17.58,19.54,374.11
21.49,44.08,507.75
23.12,63.63,591.12
43.83,65.94,911.84
39.32,115.08,984.26
10.84,84.43,470.47
24.23,14.35,455.38
11.31,45.21,354.5
35.34,102.66,890.55
25.89,75.8,676.26
26.38,113.41,787.81
43.33,91.25,983.55
6.87,50.59,299.81
27.31,44.86,592.62
46.16,75.08,961.91
10.22,96.53,493.52
21.92,46.41,522.59
8.66,11.36,213.79
3.06,117.6,441.96
34.91,44.51,708.73
18.0,22.68,387.92
22.03,27.85,455.75
13.58,38.68,374.57
48.13,48.37,917.82
28.36,14.68,523.09
48.88,65.32,983.56
24.61,84.41,678.01
5.94,11.66,172.13
44.32,39.53,829.02
33.25,109.79,879.42
1.02,103.78,375.47
49.25,31.59,883.48
47.6,39.44,871.31
16.22,76.32,524.09
11.57,108.81,559.78
26.37,113.83,778.19
18.66,67.48,531.96
10.08,51.69,356.07
44.79,25.39,802.63
3.92,42.64,234.89
39.03,98.7,924.42
28.38,88.04,747.11
37.85,113.53,948.01
4.82,102.41,428.46
0.81,114.61,401.16
48.19,115.1,1115.18
20.26,117.55,702.5
39.41,79.43,882.06
35.73,64.83,779.88
26.07,13.79,477.67
37.04,105.82,920.02
46.58,117.39,1101.68
36.89,79.16,828.25
49.98,34.27,888.27
33.73,38.39,675.16
36.36,78.42,826.4
24.34,85.81,668.44
8.29,37.84,283.69
14.91,77.31,503.72
34.03,8.91,579.95
43.92,56.8,867.05
17.48,25.28,387.91
36.31,74.11,829.79
37.67,86.2,859.87
32.82,104.54,833.95
22.93,48.19,536.07
45.83,67.1,945.92
18.45,51.1,470.75
38.88,117.85,991.59
41.15,19.03,725.6
44.21,58.3,869.74
16.4,94.2,574.9
8.63,63.4,371.22
42.97,37.14,797.66
1.67,59.07,257.12
31.97,104.6,849.17
46.35,74.22,952.25
45.41,73.18,965.05
37.63,63.44,810.91
32.57,85.08,789.95
44.76,32.58,812.23
32.06,11.16,566.33
25.49,90.25,711.63
38.25,33.32,719.02
19.07,95.12,614.67
17.03,81.95,555.7
31.22,31.13,623.38
8.04,43.65,310.8
9.1,85.57,438.41
5.31,118.49,485.8
23.43,114.69,746.27
49.22,59.6,971.73
10.53,51.35,365.42
35.97,23.03,650.96
21.09,5.03,376.83
15.45,29.1,365.77
47.36,50.01,910.95
38.59,30.97,714.88
25.6,28.23,529.18
43.69,84.14,940.93
3.34,50.38,248.24
11.74,101.78,535.05
32.58,75.36,751.9
31.22,95.55,795.43
24.99,6.65,443.92
36.49,16.04,639.66
42.79,93.46,959.31
43.33,119.28,1045.94
25.13,102.91,737.25
15.2,71.27,490.71
30.32,113.65,843.86
13.34,83.55,497.23
12.42,97.5,533.17
4.01,42.44,233.33
5.55,108.21,458.7
22.88,23.83,461.51
22.17,69.98,590.69
3.46,117.47,464.18
13.61,73.94,475.79
24.21,103.42,719.52
22.25,48.31,525.37
14.1,38.36,380.25
19.07,74.53,561.54
31.49,18.87,575.06
6.02,81.25,381.58
23.32,47.94,550.27
45.76,40.71,858.23
1.58,88.43,337.46
20.01,36.74,448.92
42.96,63.52,879.43
15.52,97.11,580.52
45.46,88.78,1003.02
37.46,75.43,836.72
26.2,77.95,677.66
14.75,51.79,425.08
29.18,39.55,602.8
48.56,22.59,841.0
37.46,112.57,950.51
18.86,59.8,517.22
1.56,82.22,315.94
48.77,24.92,872.91
29.3,69.24,696.77
2.88,53.86,252.29
1.39,22.21,139.74
25.56,66.04,629.87
19.3,74.5,574.53
6.85,50.79,305.06
29.35,28.03,568.43
13.93,13.4,302.95
34.28,29.95,651.7
36.61,37.53,706.78
1.99,74.97,307.92
8.69,114.08,523.77
2.98,70.34,307.86
33.04,115.72,899.43
21.73,80.67,615.93
6.32,70.32,352.7
44.22,46.17,842.76
28.04,21.64,540.01
1.0,118.93,423.5
13.67,90.67,532.61
5.55,77.75,368.67
38.18,13.51,670.12
2.47,54.63,249.27
37.07,13.25,652.08
32.94,111.24,871.81
36.19,106.63,912.18
18.46,47.78,466.85
15.66,53.82,444.97
21.21,28.71,461.83
19.4,112.51,693.97
48.29,83.15,1026.65
36.2,55.68,759.0
44.01,22.73,768.73
27.79,38.39,587.36
29.19,54.45,646.31
0.66,95.09,345.68
14.12,84.95,517.17
35.93,86.45,845.86
42.61,104.27,1005.48
1.52,15.19,116.79
21.24,9.42,401.85
40.86,55.07,816.61
24.53,5.7,427.02
9.21,88.35,451.12
20.86,43.91,500.88
35.58,98.28,881.77
26.79,71.22,665.27
40.26,76.38,880.79
34.73,22.11,638.49
44.92,38.17,840.96
29.43,97.42,769.72
20.55,78.25,587.43
18.78,30.3,419.36
45.29,112.28,1066.32
49.22,92.04,1069.34
9.08,28.62,273.18
41.09,52.96,821.54
2.92,50.7,246.8
13.94,98.35,555.46
5.72,6.75,157.05
39.04,105.22,951.8
2.08,60.06,261.69
24.76,9.92,451.91
10.66,80.0,451.06
40.73,103.22,973.8
31.15,14.91,564.37
13.43,66.28,456.65
6.36,113.49,481.56
17.28,64.52,508.2
8.12,45.78,307.29
30.95,10.28,553.57
47.55,117.16,1124.51
13.43,81.92,498.34
16.99,29.45,391.52
1.39,65.47,268.09
25.8,76.15,657.14
12.59,18.57,290.32
43.36,25.03,763.57
17.61,37.06,425.86
31.53,106.03,832.13
32.6,10.79,566.54
38.91,10.67,660.08
30.7,73.59,728.11
41.35,48.45,815.69
22.69,82.07,628.66
1.07,97.62,362.17
37.94,78.73,857.13
31.6,52.89,668.59
4.84,59.4,295.08
8.36,64.57,370.88
14.25,32.49,362.85
37.29,56.52,792.12
4.33,61.64,304.02
29.35,96.51,783.5
25.88,75.38,667.76
22.52,107.61,705.52
15.57,116.78,638.34
47.07,67.08,971.13
18.49,84.93,582.98
44.77,55.63,873.99
21.51,43.78,497.64
40.47,77.66,897.57
47.92,111.1,1112.61
3.12,42.41,222.83
38.69,13.45,680.39
35.53,94.17,870.12
8.61,41.51,305.19
4.8,111.2,462.32
8.94,73.07,405.59
29.31,52.25,643.04
36.87,45.29,749.11
37.07,42.66,737.02
24.06,13.75,451.06
7.92,12.79,206.37
13.35,66.5,446.68
41.26,91.37,934.49
2.02,14.23,122.74
1.66,49.88,225.93
38.34,108.77,941.32
49.35,22.46,865.66
18.74,45.95,464.14
30.87,78.39,748.06
22.93,16.3,437.36
47.71,20.97,822.81
24.24,84.82,675.94
10.88,36.02,323.87
49.76,46.35,935.06
19.35,106.68,659.38
14.26,96.25,552.8
20.65,42.57,482.62
38.92,74.24,855.3
6.55,32.24,246.1
34.32,80.49,817.65
5.75,38.17,252.87
28.94,55.13,639.82
30.69,43.6,641.4
40.08,72.52,870.6
40.7,72.46,884.02
42.94,77.12,944.15
42.42,107.95,1002.03
41.13,17.19,713.25
42.94,99.91,1006.2
32.71,110.29,857.69
32.82,27.01,624.94
38.22,106.13,940.55
47.63,95.85,1074.06
23.29,68.22,601.15
20.46,104.78,682.79
18.38,119.16,691.48
25.69,11.75,466.95
40.05,100.72,955.51
3.58,40.55,225.71
49.32,63.02,971.05
47.15,88.05,1007.46
6.5,34.21,250.56
49.07,80.99,1028.53
34.65,61.77,741.25
46.34,50.92,886.37
48.23,95.1,1051.36
7.82,22.96,233.38
27.95,36.93,579.15
2.82,18.65,149.01
18.72,65.53,527.2
37.11,16.72,656.09
6.08,41.22,264.21
36.14,118.06,938.47
2.74,71.5,304.66
49.69,119.22,1135.84
30.54,24.09,587.69
28.89,87.53,745.95
38.67,57.37,795.74
19.44,63.64,534.45
36.52,58.32,769.02
18.86,66.07,528.37
15.96,104.75,597.3
38.31,71.27,846.03
34.43,113.39,908.73
35.33,29.02,666.07
45.48,55.65,893.12
36.54,113.46,930.57
12.29,110.45,572.15
28.9,10.15,504.78
2.29,80.78,323.52
1.98,119.85,427.03
29.65,110.13,832.68
21.56,18.76,421.03
22.04,32.1,481.1
17.4,90.45,577.53
49.16,42.47,921.89
28.95,96.55,767.64
8.34,80.33,413.27
8.12,113.11,513.22
9.9,83.98,456.19
2.99,6.66,115.03
37.64,106.01,920.12
22.38,94.37,679.08
26.02,84.01,693.7
34.94,60.58,754.37
28.65,109.61,804.75
6.71,53.82,310.67
39.13,67.22,849.08
17.87,63.37,498.4
23.82,110.33,753.6
15.17,46.66,419.35
48.85,75.06,1003.66
30.56,14.57,551.02
8.51,29.85,264.07
36.68,30.41,703.24
44.27,29.42,801.89
6.63,53.96,309.77
48.52,97.1,1087.57
21.56,5.12,387.62
40.14,92.7,934.87
18.5,51.27,483.75
21.31,45.76,509.31
29.01,74.06,726.0
34.84,38.92,690.25
21.86,86.98,630.09
28.67,84.67,730.22
36.11,7.91,606.86
41.42,71.6,887.11
1.84,61.74,265.52
44.89,34.73,823.81
26.92,29.77,540.22
11.0,51.25,367.18
44.0,88.17,975.08
4.85,71.14,337.5
10.13,32.05,295.75
42.26,40.79,810.29
16.32,84.31,551.27
0.9,70.97,277.3
31.16,45.53,656.01
48.62,118.82,1129.71
23.93,117.4,762.6
43.39,19.53,750.83
7.98,19.47,228.42
5.31,28.52,214.72
42.72,9.39,723.82
29.58,71.7,714.17
26.45,31.01,543.42
17.48,66.56,521.67
13.18,39.09,364.67
45.29,90.27,1013.53
1.78,45.73,212.02
7.56,38.4,284.05
48.24,75.01,1007.39
15.12,95.14,556.99
30.54,67.69,709.23
1.94,27.09,160.04
49.75,91.86,1059.91
15.86,114.34,638.57
49.24,98.05,1083.94
41.5,114.28,1020.43
9.0,68.91,390.14
5.78,43.52,267.89
30.71,27.75,592.43
42.82,78.87,926.81
7.03,15.55,201.05
34.2,19.98,625.45
46.16,35.26,843.87
47.46,37.23,885.92
37.18,118.55,951.11
38.61,55.64,798.22
42.16,100.7,976.24
36.0,92.0,860.15
9.51,89.36,461.28
1.73,23.59,146.8
44.29,97.71,990.71
42.78,42.08,826.35
26.26,104.98,751.56
37.31,45.18,745.94
28.71,11.86,510.96
1.22,25.71,146.07
9.43,74.83,420.28
31.58,58.75,713.46
45.1,103.6,1039.93
35.58,103.44,906.12
44.23,106.07,1038.76
40.68,68.05,868.02
38.05,93.76,898.54
6.71,103.49,459.07
24.21,114.76,767.14
2.67,20.23,151.38
3.17,85.36,357.83
19.71,57.63,515.35
21.65,72.17,588.18
11.18,57.25,387.51
23.67,38.19,533.04
6.06,114.26,475.63
16.82,74.1,526.32
35.89,79.08,833.78
31.08,51.51,672.82
4.73,39.85,242.49
16.88,19.24,360.19
40.59,58.96,837.54
5.44,8.64,159.32
8.39,41.89,304.65
44.03,57.49,880.64
32.98,19.96,603.75
32.59,68.54,747.3
38.43,119.13,966.54
5.5,96.08,418.38
15.93,56.06,454.23
22.7,109.48,721.17
25.45,118.17,789.34
9.87,96.54,481.59
45.92,12.09,771.11
3.91,47.33,250.44
29.36,102.95,794.78
1.47,66.54,270.44
26.8,14.82,496.28
4.4,11.47,150.19
24.95,98.43,712.94
33.21,45.32,687.17
4.76,47.52,263.14
24.83,45.29,560.47
40.08,73.87,860.33
45.22,34.01,813.78
4.63,103.13,426.12
45.29,77.19,960.61
12.97,85.33,497.04
17.99,90.75,583.35
5.76,37.4,251.12
47.36,100.32,1051.38
19.58,76.06,561.88
37.28,117.8,955.79
22.86,68.46,600.65
36.43,62.81,784.45
38.17,22.1,688.93
34.81,16.95,619.73
13.54,117.88,604.51
19.17,119.91,694.83
15.84,28.41,374.68
41.87,87.19,934.5
44.17,108.81,1045.08
38.67,115.32,987.34
35.89,90.08,856.33
48.1,106.99,1069.28
7.91,15.95,213.7
48.05,91.7,1043.93
42.03,80.54,916.04
49.37,73.0,1016.54
17.26,118.49,668.32
15.4,18.26,338.82
38.83,110.96,982.87
20.33,92.68,621.8
43.12,75.27,939.86
21.55,75.97,600.45
25.95,25.44,507.93
14.25,6.64,281.87
41.46,8.25,692.28
46.73,97.6,1049.03
6.22,97.41,438.54
25.67,89.29,701.26
1.61,11.41,109.96
3.07,36.42,205.86
23.3,63.27,586.0
38.49,22.0,694.86
20.97,37.62,470.4
35.86,75.51,814.13
31.67,87.67,790.63
28.12,80.53,703.33
39.17,108.48,975.49
18.59,59.72,501.89
31.28,53.59,681.05
44.32,64.12,899.55
45.46,71.66,935.37
21.17,74.88,598.85
39.85,87.55,914.19
2.72,107.57,414.11
21.69,25.75,453.21
33.83,42.96,703.67
15.95,69.17,500.38
6.94,20.95,216.33
47.74,112.32,1116.83
14.96,86.14,532.47
44.01,96.86,994.15
42.66,48.05,832.13
30.1,6.74,527.51
5.89,70.65,352.17
48.13,109.56,1100.07
8.25,12.61,212.7
22.77,66.83,589.74
15.97,52.84,445.62
36.02,95.03,880.96
9.19,42.12,313.5
7.51,82.33,412.45
2.53,28.84,172.61
24.36,94.27,695.16
30.67,98.88,802.49
28.29,75.78,695.68
44.17,98.16,1006.17
21.65,97.15,660.55
9.2,94.89,475.7
28.23,56.29,651.4
20.47,6.39,373.06
15.97,109.11,614.34
36.63,36.7,708.72
3.4,96.86,394.0
6.05,86.06,394.99
16.19,63.96,483.57
8.11,20.73,236.9
19.54,22.73,416.47
35.72,74.48,823.07
18.27,73.62,547.98
17.41,51.45,466.61
22.34,110.31,717.0
45.32,103.47,1046.74
21.5,85.82,627.72
34.1,55.16,724.66
34.96,96.34,868.42
45.79,16.18,784.58
7.2,20.18,213.5
44.24,47.42,874.31
23.08,106.17,730.17
6.32,8.61,172.54
39.54,38.28,767.1
20.57,112.15,695.04
33.95,11.9,595.99
49.56,24.33,864.56
28.03,54.18,641.4
1.38,83.45,318.48
6.61,50.5,296.01
47.63,79.93,994.23
20.02,18.49,407.01
9.0,83.68,433.36
47.84,90.35,1059.96
7.55,50.69,313.47
26.94,43.21,576.63
39.53,47.38,786.94
11.5,61.9,408.75
3.75,43.24,241.89
11.05,96.89,506.78
46.36,98.16,1041.92
3.2,100.77,396.28
16.41,92.52,578.53
46.55,29.04,841.71
39.38,62.27,834.62
2.33,20.39,148.52
41.6,96.09,956.83
34.94,100.0,882.43
25.35,76.57,662.23
43.71,107.53,1019.03
5.02,37.15,238.85
48.94,63.09,967.33
42.72,40.89,819.82
48.59,71.21,981.31
33.18,67.31,737.89
34.01,54.87,728.41
45.07,36.51,832.01
29.36,89.91,760.28
15.8,27.48,371.02
48.08,11.71,809.23
1.97,12.53,117.42
49.69,61.41,977.97
5.67,117.84,483.24
36.06,27.82,685.74
37.12,39.57,728.88
4.27,106.19,432.94
43.3,67.18,907.84
13.44,80.62,497.75
47.12,55.52,924.67
9.08,95.45,474.7
33.6,102.64,849.37
10.76,101.03,530.51
46.83,48.81,908.7
1.97,35.52,187.17
25.41,58.72,609.94
18.01,100.32,611.76
36.36,64.49,784.9
4.39,83.13,369.23
47.22,116.02,1103.32
49.45,103.46,1087.33
10.54,89.98,474.48
32.21,71.28,757.67
20.58,56.55,525.9
17.11,58.91,485.27
43.35,21.27,776.09
7.17,93.74,444.45
39.91,110.17,973.72
16.2,10.99,323.21
26.03,104.99,755.17
27.02,26.44,537.1
42.35,58.28,857.13
38.23,6.89,642.26
12.23,67.28,436.8
23.46,21.34,469.01
45.42,115.98,1097.77
19.89,49.07,495.17
32.27,20.66,599.57
2.54,106.91,412.38
23.56,76.96,639.45
31.28,118.69,854.6
35.63,83.94,830.43
30.19,49.94,642.33
12.11,104.11,542.08
11.28,102.33,527.12
24.05,92.93,680.54
44.41,34.23,808.08
17.45,33.51,411.51
48.33,55.21,935.75
17.74,108.63,640.07
35.64,21.02,647.81
47.94,37.65,881.13
19.26,99.15,640.64
2.15,83.15,324.32
1.34,47.46,211.84
4.18,52.27,269.66
20.64,35.22,462.85
14.71,84.91,526.41
5.74,86.74,399.02
38.07,100.17,930.72
23.76,47.13,552.7
35.61,98.82,896.51
2.25,73.48,308.8
45.11,31.36,825.04
44.85,91.64,1005.19
33.84,42.61,677.16
19.19,15.05,384.56
3.32,75.16,325.35
1.48,10.11,104.25
30.75,62.72,704.33
38.59,24.59,703.96
38.99,10.39,668.55
28.8,63.39,674.78
16.61,21.44,365.16
13.84,108.28,586.29
19.67,118.75,700.06
14.92,53.19,439.02
8.31,16.27,222.77
44.92,50.67,870.59
40.71,75.5,901.84
36.37,92.7,869.52
16.16,75.78,514.23
3.02,23.38,163.32
8.98,54.23,346.54
12.83,13.53,281.99
45.99,6.71,761.33
27.09,51.17,620.67
1.87,76.52,307.05
41.87,86.03,925.49
35.87,46.67,724.58
40.08,8.06,675.35
6.28,99.9,442.56
4.63,113.96,464.33
14.14,52.0,416.52
10.88,10.64,248.24
36.63,116.61,953.09
45.43,21.03,790.86
9.74,91.48,481.29
24.43,85.33,670.05
9.88,101.33,501.98
23.8,87.29,666.31
41.03,9.91,687.55
16.14,63.76,478.45
46.32,89.79,1017.75
3.66,56.24,265.15
21.36,48.67,516.65
43.01,96.06,988.8
34.11,10.39,589.18
5.68,114.09,477.9
48.3,93.38,1054.7
16.45,27.29,380.01
42.44,101.63,997.95
48.76,85.47,1058.97
34.25,57.67,746.94
34.28,73.25,789.32
13.24,103.82,556.16
14.71,76.16,501.01
34.53,87.76,834.48
47.75,94.84,1046.51
17.13,15.15,350.48
44.19,53.11,855.49
23.94,27.74,485.05
36.64,106.25,909.48
1.91,21.15,143.44
33.94,92.57,832.91
24.51,107.01,738.61
6.53,109.45,476.97
3.61,43.59,235.83
43.19,87.74,949.07
24.45,15.7,463.7
30.95,94.59,796.67
21.75,37.53,498.96
6.26,69.42,347.11
20.99,88.22,635.91
24.08,65.07,607.11
48.6,43.67,899.74
8.82,59.56,361.44
11.09,67.46,418.75
18.98,90.86,609.47
9.9,79.84,440.27
11.99,118.13,572.7
32.49,73.95,772.1
45.9,63.95,921.43
49.8,78.99,1037.58
49.47,65.06,986.9
17.67,22.01,384.94
46.47,65.06,947.29
6.3,10.5,178.28
19.22,5.86,362.01
39.08,113.87,984.71
8.09,71.2,379.0
34.2,28.36,638.65
31.89,46.77,668.79
14.25,114.64,600.62
30.87,78.26,754.9
15.49,70.35,493.9
11.62,27.52,301.42
37.54,9.89,641.83
6.27,76.28,372.06
31.49,29.92,608.94
39.02,115.4,990.83
9.25,15.81,238.1
5.63,62.14,319.69
8.73,74.33,407.23
19.11,117.96,688.15
38.22,112.66,961.47
37.63,37.11,727.57
26.01,26.76,525.85
21.68,84.83,636.33
48.04,86.02,1030.15
43.44,114.23,1055.58
30.91,93.87,791.32
6.06,109.47,464.82
34.1,80.72,810.47
27.85,25.44,556.27
27.78,43.37,598.88
35.3,78.52,810.13
23.85,102.88,706.87
5.67,51.19,289.42
20.7,38.61,473.27
42.32,119.41,1035.83
7.6,54.01,320.58
45.12,35.27,837.6
33.63,73.38,762.6
4.35,106.19,436.0
22.6,117.11,752.28
41.97,34.98,774.19
28.76,89.19,753.64
23.55,39.68,526.94
3.98,109.9,437.68
13.3,75.79,467.38
45.01,100.2,1025.97
27.81,51.85,617.98
47.39,107.26,1086.42
25.8,101.0,733.81
33.41,118.06,899.14
2.1,119.44,441.06
34.12,9.28,584.45
16.99,58.76,482.45
31.57,19.88,586.42
14.85,55.56,436.95
46.04,74.6,947.16
26.16,66.84,650.7
3.87,23.61,175.73
44.6,91.04,987.05
3.58,104.41,410.75
15.41,67.89,483.18
6.18,7.53,166.18
42.05,5.22,698.66
4.7,48.99,268.22
14.2,6.77,281.85
34.13,33.09,643.52
42.4,60.16,863.21
4.53,119.88,487.25
39.04,117.84,987.42
34.67,101.08,884.65
32.36,79.81,773.25
36.86,70.05,811.78
36.76,72.03,820.54
30.93,33.5,610.34
41.47,35.11,778.94
16.64,23.76,369.23
9.22,6.81,206.46
24.35,60.13,589.99
34.13,63.9,755.41
27.82,102.47,776.23
49.52,81.12,1037.69
3.53,94.63,381.54
2.6,60.46,270.01
16.63,13.17,337.2
5.98,69.95,348.58
42.64,67.69,891.72
35.31,85.04,841.02
6.41,69.29,363.95
1.55,95.92,367.57
24.11,90.07,682.96
27.79,66.35,656.4
38.41,86.71,878.67
45.11,95.48,1005.32
32.43,92.89,825.25
7.26,116.1,500.3
12.93,12.92,283.38
21.16,35.43,474.5
1.83,93.85,359.57
2.42,56.41,255.9
47.83,31.52,853.98
42.06,95.12,958.53
31.17,14.83,567.05
24.44,110.79,745.02
35.07,105.35,892.22
10.26,23.16,273.31
14.25,111.38,603.15
10.32,53.7,374.15
38.11,47.71,762.44
41.81,111.15,1006.06
3.14,39.66,216.74
38.77,103.71,933.41
37.46,101.72,914.9
5.91,53.84,304.03
47.55,28.01,853.38
45.51,102.57,1067.43
35.15,108.11,902.25
27.98,30.04,549.52
47.49,16.67,805.89
23.53,118.61,737.1
33.34,30.89,644.08
42.41,59.74,851.62
34.31,80.58,791.63
25.84,73.56,660.06
26.32,112.17,783.83
23.29,40.49,518.47
34.01,71.33,769.8
6.98,59.98,333.62
12.53,61.19,416.85
43.23,39.23,816.13
9.12,81.71,433.98
43.4,60.07,883.42
6.16,103.32,453.99
6.15,49.34,289.87
0.96,54.13,227.38
47.1,53.81,916.2
49.34,28.22,866.69
45.73,18.64,787.73
7.39,69.5,373.08
6.61,82.55,397.05
11.98,41.18,356.86
19.41,115.42,688.39
34.33,16.24,620.56
9.54,68.33,400.73
40.79,118.99,1023.48
44.36,54.1,861.41
11.31,96.05,505.29
32.08,21.13,589.05
20.94,107.6,691.1
3.69,47.73,248.43
34.01,5.06,573.0
32.98,79.57,782.44
8.38,83.43,429.72
19.58,24.95,414.93
8.32,89.36,444.15
34.61,73.89,786.94
4.35,119.11,474.48
26.0,116.45,802.05
15.15,104.76,595.75
19.63,106.03,667.05
39.23,95.17,909.13
39.56,119.55,1004.9
36.5,82.83,826.59
33.88,37.51,663.33
44.07,53.17,865.26
23.66,115.16,748.67
44.46,68.05,925.01
32.89,54.37,712.82
43.48,12.41,725.36
11.34,5.82,237.96
19.03,61.87,514.76
24.53,26.66,495.41
41.99,27.39,769.93
17.48,78.85,542.65
47.08,56.9,920.84
45.92,118.34,1078.13
10.82,63.76,398.57
11.17,33.43,316.64
11.17,39.28,340.59
10.09,32.66,301.21
47.74,118.91,1127.77
20.66,12.68,395.24
35.0,85.93,834.14
7.83,92.65,442.23
3.54,54.58,263.05
15.55,78.39,522.26
15.39,32.09,371.69
37.24,40.46,729.49
4.19,66.11,314.78
2.24,100.6,380.0
38.34,24.0,694.5
34.94,78.52,813.43
39.22,94.41,912.69
30.37,16.07,550.81
46.9,16.02,794.62
27.7,107.62,796.27
16.49,55.87,464.2
30.0,79.88,733.37
30.82,102.92,802.38
18.15,69.34,523.53
12.74,23.85,313.0
44.05,105.33,1006.22
46.16,77.47,970.57
8.56,98.17,476.68
27.01,84.69,706.27
35.72,10.47,611.87
38.28,40.45,751.25
5.13,74.54,352.02
30.36,14.48,545.22
6.25,92.55,419.41
3.27,96.16,386.04
47.09,101.84,1068.05
9.63,93.7,478.65
15.99,118.65,659.57
34.3,24.35,623.15
28.07,93.19,748.23
8.38,38.78,295.48
36.1,76.42,807.83
36.7,91.76,890.27
36.38,96.79,890.07
17.32,36.86,419.35
33.11,115.77,887.11
3.04,59.04,271.08
45.28,108.54,1046.97
24.64,18.32,478.42
29.1,115.67,830.38
33.09,71.09,771.66
33.01,11.75,586.28
49.46,13.17,847.62
18.85,102.47,640.43
4.27,7.83,137.53
36.89,114.32,947.52
22.64,62.85,576.47
35.53,30.89,689.34
9.1,50.09,337.58
23.89,12.86,448.32
2.89,113.0,429.2
48.27,60.03,963.38
11.83,53.12,387.63
44.39,46.19,856.22
37.17,80.38,852.83
37.82,103.54,904.22
21.42,74.59,598.48
35.26,84.01,833.5
27.06,28.34,532.72
20.25,73.25,571.86
13.07,15.79,295.58
30.53,90.47,783.09
48.4,84.2,1015.93
30.21,12.2,539.64
25.34,96.59,722.19
23.48,63.16,588.66
10.1,40.07,323.56
27.37,77.39,688.94
10.99,52.47,376.46
9.09,36.11,292.82
47.21,60.85,930.4
6.74,26.36,231.14
18.53,112.48,663.73
4.6,104.25,435.88
37.34,35.08,714.58
19.78,86.92,611.97
28.63,44.11,605.07
34.61,111.67,904.89
36.41,50.14,753.3
12.07,80.08,466.7
36.72,106.14,910.34
25.9,10.13,473.48
46.91,68.21,966.16
29.17,87.13,738.01
40.77,77.96,895.69
14.5,116.29,613.44
1.26,115.27,418.97
5.71,42.92,261.16
22.92,119.4,745.24
